order_id,customer_id,order_date,product_name,category,quantity,unit_price,revenue
ORD-0000028,CUST-0077,2023-01-03,Puffer Vest,Clothing,3,96.38,289.14
ORD-0000029,CUST-0200,2023-01-03,Children Story Set,Books,3,14.40,43.20
ORD-0000030,CUST-0048,2023-01-03,Makeup Sponge Pack,Beauty,1,14.93,14.93
ORD-0000031,CUST-0463,2023-01-03,Wireless Headphones,Electronics,3,80.07,240.21
ORD-0000032,CUST-0299,2023-01-03,Kitchen Knife Set,Home & Kitchen,2,94.81,189.62
ORD-0000033,CUST-0432,2023-01-03,Cleansing Balm,Beauty,4,20.81,83.24
ORD-0000034,CUST-0485,2023-01-03,Poetry Anthology,Books,3,6.93,20.79
ORD-0000035,CUST-0115,2023-01-03,Wireless Headphones,Electronics,1,29.28,29.28
ORD-0000036,CUST-0107,2023-01-03,Fleece Pullover,Clothing,1,63.00,63.00
ORD-0000037,CUST-0003,2023-01-03,Bluetooth Speaker,Electronics,2,97.17,194.34
ORD-0000038,CUST-0304,2023-01-03,Phone Tripod,Electronics,1,367.78,367.78
ORD-0000039,CUST-0010,2023-01-03,Kettlebell,Sports,1,115.41,115.41
ORD-0000040,CUST-0027,2023-01-03,Action Camera,Electronics,1,96.84,96.84
ORD-0000041,CUST-0025,2023-01-03,Fleece Pullover,Clothing,1,84.11,84.11
ORD-0000042,CUST-0016,2023-01-04,USB-C Hub,Electronics,2,55.36,110.72
ORD-0000043,CUST-0050,2023-01-04,Ceramic Dinner Set,Home & Kitchen,2,41.69,83.38
ORD-0000044,CUST-0561,2023-01-04,Personal Finance Basics,Books,1,25.89,25.89
ORD-0000045,CUST-0012,2023-01-04,Yoga Mat,Sports,1,127.77,127.77
ORD-0000046,CUST-0511,2023-01-04,Cookbook Classics,Books,1,13.29,13.29
ORD-0000047,CUST-0460,2023-01-04,Glass Food Containers,Home & Kitchen,2,31.98,63.96
ORD-0000048,CUST-0169,2023-01-04,Running Shoes,Clothing,1,35.98,35.98
ORD-0000049,CUST-0462,2023-01-04,Action Camera,Electronics,1,29.87,29.87
ORD-0000050,CUST-0802,2023-01-04,Conference Speaker,Electronics,1,186.79,186.79
ORD-0000051,CUST-0006,2023-01-04,Setting Spray,Beauty,3,13.34,40.02
ORD-0000052,CUST-0375,2023-01-04,Coffee Table Art Book,Books,1,10.79,10.79
ORD-0000053,CUST-0014,2023-01-05,Shower Caddy,Home & Kitchen,2,150.41,300.82
ORD-0000054,CUST-0315,2023-01-05,Bluetooth Speaker,Electronics,1,718.28,718.28
ORD-0000055,CUST-0026,2023-01-05,Wireless Headphones,Electronics,2,177.10,354.20
ORD-0000056,CUST-0031,2023-01-05,Patio String Lights,Home & Kitchen,1,99.25,99.25
ORD-0000057,CUST-0026,2023-01-05,Compact Blender,Home & Kitchen,2,138.52,277.04
ORD-0000058,CUST-0238,2023-01-05,Baseball Cap,Sports,3,81.16,243.48
ORD-0000059,CUST-0580,2023-01-05,Smart Watch,Electronics,2,71.96,143.92
ORD-0000060,CUST-0011,2023-01-05,Basketball,Sports,2,73.67,147.34
ORD-0000061,CUST-0903,2023-01-05,Throw Blanket,Home & Kitchen,1,58.63,58.63
ORD-0000062,CUST-0630,2023-01-05,Sports Bra,Clothing,2,42.51,85.02
ORD-0000063,CUST-0467,2023-01-05,Ankle Weights,Sports,4,41.15,164.60
ORD-0000064,CUST-0210,2023-01-05,Scalp Massager,Beauty,1,34.83,34.83
ORD-0000065,CUST-0573,2023-01-05,Patio String Lights,Home & Kitchen,2,251.83,503.66
ORD-0000066,CUST-0522,2023-01-05,Investing Workbook,Books,2,13.20,26.40
ORD-0000067,CUST-0774,2023-01-05,Cotton Pajamas,Clothing,2,41.78,83.56
ORD-0000068,CUST-0072,2023-01-05,Winter Coat,Clothing,1,45.63,45.63
ORD-0000069,CUST-0183,2023-01-06,Matte Lipstick,Beauty,1,36.50,36.50
ORD-0000070,CUST-0489,2023-01-06,Thermal Base Layer,Clothing,1,21.43,21.43
ORD-0000071,CUST-0718,2023-01-06,Router AX3000,Electronics,1,386.79,386.79
ORD-0000072,CUST-0291,2023-01-06,Oxford Shirt,Clothing,1,19.71,19.71
ORD-0000073,CUST-0423,2023-01-06,Romance Paperback,Books,1,7.03,7.03
ORD-0000074,CUST-0094,2023-01-06,Baseball Cap,Sports,2,86.57,173.14
ORD-0000075,CUST-0555,2023-01-06,Shower Caddy,Home & Kitchen,1,31.10,31.10
ORD-0000076,CUST-0075,2023-01-06,Action Camera,Electronics,1,29.43,29.43
ORD-0000077,CUST-0826,2023-01-06,Noise Cancelling Earbuds,Electronics,1,126.96,126.96
ORD-0000078,CUST-0907,2023-01-06,Insulated Water Bottle,Sports,3,38.98,116.94
ORD-0000079,CUST-0030,2023-01-06,Mini Projector,Electronics,1,184.50,184.50
ORD-0000080,CUST-0393,2023-01-06,Bluetooth Speaker,Electronics,1,140.90,140.90
ORD-0000081,CUST-0023,2023-01-06,Dress Socks Pack,Clothing,1,45.88,45.88
ORD-0000082,CUST-0019,2023-01-06,Perfume Travel Spray,Beauty,2,34.91,69.82
ORD-0000083,CUST-0137,2023-01-06,Graphing Calculator,Electronics,2,181.34,362.68
ORD-0000084,CUST-0914,2023-01-06,Perfume Travel Spray,Beauty,3,31.42,94.26
ORD-0000085,CUST-0008,2023-01-06,Ankle Socks Pack,Clothing,2,99.86,199.72
ORD-0000086,CUST-0540,2023-01-07,Bluetooth Speaker,Electronics,1,81.93,81.93
ORD-0000087,CUST-0022,2023-01-07,Running Shoes,Clothing,1,97.79,97.79
ORD-0000088,CUST-0395,2023-01-07,Perfume Travel Spray,Beauty,3,11.41,34.23
ORD-0000089,CUST-0016,2023-01-07,Bed Sheet Set,Home & Kitchen,1,12.89,12.89
ORD-0000090,CUST-0079,2023-01-07,Rain Jacket,Clothing,1,23.61,23.61
ORD-0000091,CUST-0669,2023-01-07,E-reader,Electronics,1,43.71,43.71
ORD-0000092,CUST-0134,2023-01-07,Beard Grooming Kit,Beauty,1,16.70,16.70
ORD-0000093,CUST-0471,2023-01-07,Bamboo Cutting Board,Home & Kitchen,1,138.11,138.11
ORD-0000094,CUST-0241,2023-01-07,Tablet Sleeve,Electronics,1,99.32,99.32
ORD-0000095,CUST-0668,2023-01-07,Romance Paperback,Books,1,14.49,14.49
ORD-0000096,CUST-0839,2023-01-07,Mystery Novel Collection,Books,1,37.19,37.19
ORD-0000097,CUST-0616,2023-01-07,Sheet Mask Bundle,Beauty,2,53.23,106.46
ORD-0000098,CUST-0347,2023-01-07,Wool Beanie,Clothing,1,24.26,24.26
ORD-0000099,CUST-0478,2023-01-07,Dash Camera,Electronics,1,650.99,650.99
ORD-0000100,CUST-0149,2023-01-07,Cargo Shorts,Clothing,1,26.28,26.28
ORD-0000101,CUST-0014,2023-01-07,Portable Charger,Electronics,2,702.73,1405.46
ORD-0000102,CUST-0127,2023-01-07,Cybersecurity Essentials,Books,1,36.18,36.18
ORD-0000103,CUST-0075,2023-01-07,Ankle Socks Pack,Clothing,1,107.83,107.83
ORD-0000104,CUST-0420,2023-01-07,Business Strategy Handbook,Books,2,25.97,51.94
ORD-0000105,CUST-0240,2023-01-07,Smart Doorbell,Electronics,1,399.45,399.45
ORD-0000106,CUST-0431,2023-01-07,Essential Oil Diffuser,Home & Kitchen,1,19.07,19.07
ORD-0000107,CUST-0865,2023-01-07,Cooling Towel,Sports,1,82.84,82.84
ORD-0000108,CUST-0524,2023-01-08,Wireless Headphones,Electronics,1,416.10,416.10
ORD-0000109,CUST-0495,2023-01-08,Graphing Calculator,Electronics,1,245.74,245.74
ORD-0000110,CUST-0565,2023-01-08,Jump Rope,Sports,2,31.52,63.04
ORD-0000111,CUST-0797,2023-01-08,Wireless Charger,Electronics,1,102.36,102.36
ORD-0000112,CUST-0493,2023-01-08,Formal Blazer,Clothing,2,27.23,54.46
ORD-0000113,CUST-0106,2023-01-08,Exfoliating Toner,Beauty,2,48.60,97.20
ORD-0000114,CUST-0104,2023-01-08,Classic Literature Box,Books,1,10.39,10.39
ORD-0000115,CUST-0190,2023-01-08,Wireless Headphones,Electronics,1,101.38,101.38
ORD-0000116,CUST-0120,2023-01-08,Knit Cardigan,Clothing,3,23.59,70.77
ORD-0000117,CUST-0070,2023-01-08,Dry Shampoo,Beauty,2,63.07,126.14
ORD-0000118,CUST-0318,2023-01-08,Spice Rack Organizer,Home & Kitchen,1,82.34,82.34
ORD-0000119,CUST-0555,2023-01-08,Mini Projector,Electronics,1,41.72,41.72
ORD-0000120,CUST-0057,2023-01-08,Wireless Headphones,Electronics,1,202.13,202.13
ORD-0000121,CUST-0324,2023-01-08,Brow Pencil,Beauty,1,56.55,56.55
ORD-0000122,CUST-0982,2023-01-08,Cybersecurity Essentials,Books,3,11.40,34.20
ORD-0000123,CUST-0120,2023-01-08,Wall Clock,Home & Kitchen,2,269.10,538.20
ORD-0000124,CUST-0069,2023-01-08,Running Shoes,Clothing,2,109.93,219.86
ORD-0000125,CUST-0091,2023-01-08,Insulated Water Bottle,Sports,1,23.14,23.14
ORD-0000126,CUST-0107,2023-01-08,Yoga Mat,Sports,2,56.72,113.44
ORD-0000127,CUST-0721,2023-01-09,Retinol Night Cream,Beauty,1,33.41,33.41
ORD-0000128,CUST-0021,2023-01-09,Massage Ball Set,Sports,1,27.59,27.59
ORD-0000129,CUST-0713,2023-01-09,Throw Blanket,Home & Kitchen,1,251.66,251.66
ORD-0000130,CUST-0937,2023-01-09,Cordless Hand Vacuum,Home & Kitchen,2,74.47,148.94
ORD-0000131,CUST-0060,2023-01-09,Travel Adapter,Electronics,1,390.78,390.78
ORD-0000132,CUST-0947,2023-01-09,Knit Cardigan,Clothing,1,34.42,34.42
ORD-0000133,CUST-0325,2023-01-09,Brow Pencil,Beauty,2,16.34,32.68
ORD-0000134,CUST-0008,2023-01-09,Yoga Mat,Sports,3,9.93,29.79
ORD-0000135,CUST-0933,2023-01-09,Makeup Brush Set,Beauty,1,18.11,18.11
ORD-0000136,CUST-0041,2023-01-09,Basketball,Sports,1,24.09,24.09
ORD-0000137,CUST-0501,2023-01-09,Wireless Headphones,Electronics,2,112.96,225.92
ORD-0000138,CUST-0001,2023-01-09,Silk Scarf,Clothing,1,42.36,42.36
ORD-0000139,CUST-0788,2023-01-10,Silicone Baking Mats,Home & Kitchen,1,83.71,83.71
ORD-0000140,CUST-0102,2023-01-10,Chino Pants,Clothing,1,20.76,20.76
ORD-0000141,CUST-0910,2023-01-10,Kitchen Knife Set,Home & Kitchen,1,160.09,160.09
ORD-0000142,CUST-0122,2023-01-10,Adjustable Dumbbell,Sports,1,15.29,15.29
ORD-0000143,CUST-0428,2023-01-10,Tennis Racket,Sports,1,22.53,22.53
ORD-0000144,CUST-0059,2023-01-10,Sunscreen SPF 50,Beauty,3,19.99,59.97
ORD-0000145,CUST-0229,2023-01-10,Denim Jacket,Clothing,2,14.17,28.34
ORD-0000146,CUST-0665,2023-01-10,Wireless Headphones,Electronics,1,362.21,362.21
ORD-0000147,CUST-0364,2023-01-10,Fitness Gloves,Sports,1,40.14,40.14
ORD-0000148,CUST-0398,2023-01-10,Laptop Stand,Electronics,1,411.19,411.19
ORD-0000149,CUST-0130,2023-01-10,Smart Home Plug,Electronics,1,40.51,40.51
ORD-0000150,CUST-0274,2023-01-10,Climbing Chalk Bag,Sports,4,111.01,444.04
ORD-0000151,CUST-0739,2023-01-10,Mechanical Keyboard,Electronics,1,239.38,239.38
ORD-0000152,CUST-0438,2023-01-10,Bluetooth Speaker,Electronics,1,37.95,37.95
ORD-0000153,CUST-0266,2023-01-11,Hydrating Shampoo,Beauty,1,56.93,56.93
ORD-0000154,CUST-0761,2023-01-11,Crewneck Sweatshirt,Clothing,1,38.03,38.03
ORD-0000155,CUST-0866,2023-01-11,Leather Belt,Clothing,1,15.44,15.44
ORD-0000156,CUST-0496,2023-01-11,Tinted Moisturizer,Beauty,1,13.69,13.69
ORD-0000157,CUST-0650,2023-01-11,Tennis Racket,Sports,1,58.44,58.44
ORD-0000158,CUST-0542,2023-01-11,Chino Pants,Clothing,1,34.71,34.71
ORD-0000159,CUST-0755,2023-01-11,Eye Shadow Palette,Beauty,1,60.78,60.78
ORD-0000160,CUST-0265,2023-01-11,Wireless Charger,Electronics,1,78.19,78.19
ORD-0000161,CUST-0352,2023-01-11,Setting Spray,Beauty,2,47.56,95.12
ORD-0000162,CUST-0590,2023-01-11,Vacuum Storage Bags,Home & Kitchen,1,30.51,30.51
ORD-0000163,CUST-0687,2023-01-11,Smart Watch,Electronics,3,32.80,98.40
ORD-0000164,CUST-0230,2023-01-11,Jump Rope,Sports,1,81.47,81.47
ORD-0000165,CUST-0653,2023-01-11,Wine Glass Set,Home & Kitchen,1,12.56,12.56
ORD-0000166,CUST-0741,2023-01-12,Home Gardening Guide,Books,1,24.28,24.28
ORD-0000167,CUST-0682,2023-01-12,Bamboo Cutting Board,Home & Kitchen,1,17.95,17.95
ORD-0000168,CUST-0105,2023-01-12,USB-C Hub,Electronics,1,380.86,380.86
ORD-0000169,CUST-0003,2023-01-12,Body Lotion,Beauty,3,63.48,190.44
ORD-0000170,CUST-0571,2023-01-12,Drawing Tablet,Electronics,1,742.29,742.29
ORD-0000171,CUST-0829,2023-01-12,Sunscreen SPF 50,Beauty,1,11.52,11.52
ORD-0000172,CUST-0528,2023-01-12,Desk Organizer,Home & Kitchen,1,244.32,244.32
ORD-0000173,CUST-0337,2023-01-12,Knit Cardigan,Clothing,1,16.13,16.13
ORD-0000174,CUST-0236,2023-01-12,Pleated Skirt,Clothing,1,20.93,20.93
ORD-0000175,CUST-0402,2023-01-12,Storage Basket Set,Home & Kitchen,2,12.01,24.02
ORD-0000176,CUST-0557,2023-01-13,Swim Trunks,Clothing,2,17.09,34.18
ORD-0000177,CUST-0824,2023-01-13,Reusable Grocery Bags,Home & Kitchen,2,28.58,57.16
ORD-0000178,CUST-0076,2023-01-13,Nonstick Pan,Home & Kitchen,1,13.89,13.89
ORD-0000179,CUST-0108,2023-01-13,Laundry Hamper,Home & Kitchen,1,80.14,80.14
ORD-0000180,CUST-0669,2023-01-13,Chino Pants,Clothing,1,22.20,22.20
ORD-0000181,CUST-0424,2023-01-13,Hand Cream Trio,Beauty,2,44.97,89.94
ORD-0000182,CUST-0280,2023-01-13,Cybersecurity Essentials,Books,3,6.81,20.43
ORD-0000183,CUST-0176,2023-01-13,Wireless Headphones,Electronics,1,75.84,75.84
ORD-0000184,CUST-0008,2023-01-13,Design Thinking Workbook,Books,2,6.99,13.98
ORD-0000185,CUST-0649,2023-01-13,Stainless Mixing Bowls,Home & Kitchen,1,30.35,30.35
ORD-0000186,CUST-0418,2023-01-13,Rain Jacket,Clothing,1,23.92,23.92
ORD-0000187,CUST-0138,2023-01-13,Bluetooth Speaker,Electronics,1,31.21,31.21
ORD-0000188,CUST-0782,2023-01-13,Heart Rate Strap,Sports,3,21.99,65.97
ORD-0000189,CUST-0035,2023-01-13,Bluetooth Speaker,Electronics,1,167.49,167.49
ORD-0000190,CUST-0448,2023-01-13,Slim Fit Jeans,Clothing,1,15.25,15.25
ORD-0000191,CUST-0799,2023-01-13,Travel Adapter,Electronics,1,132.31,132.31
ORD-0000192,CUST-0431,2023-01-14,Conditioner Bar,Beauty,1,14.63,14.63
ORD-0000193,CUST-0148,2023-01-14,Spice Rack Organizer,Home & Kitchen,3,168.18,504.54
ORD-0000194,CUST-0585,2023-01-14,Eye Shadow Palette,Beauty,1,12.69,12.69
ORD-0000195,CUST-0948,2023-01-14,Insulated Water Bottle,Sports,1,28.23,28.23
ORD-0000196,CUST-0823,2023-01-14,Webcam Pro,Electronics,2,138.92,277.84
ORD-0000197,CUST-0883,2023-01-14,Foam Roller,Sports,1,14.01,14.01
ORD-0000198,CUST-0262,2023-01-14,Crewneck Sweatshirt,Clothing,3,14.79,44.37
ORD-0000199,CUST-0671,2023-01-14,Robot Vacuum,Home & Kitchen,1,37.85,37.85
ORD-0000200,CUST-0358,2023-01-14,Yoga Leggings,Clothing,1,18.88,18.88
ORD-0000201,CUST-0025,2023-01-14,Cuticle Oil,Beauty,4,18.87,75.48
ORD-0000202,CUST-0417,2023-01-14,Water Filter Pitcher,Home & Kitchen,3,20.48,61.44
ORD-0000203,CUST-0110,2023-01-14,Ceramic Dinner Set,Home & Kitchen,1,60.97,60.97
ORD-0000204,CUST-0396,2023-01-14,Wireless Mouse,Electronics,2,29.89,59.78
ORD-0000205,CUST-0208,2023-01-14,Trail Jacket,Clothing,1,106.70,106.70
ORD-0000206,CUST-0239,2023-01-14,Makeup Sponge Pack,Beauty,1,46.50,46.50
ORD-0000207,CUST-0086,2023-01-14,Ankle Socks Pack,Clothing,1,23.44,23.44
ORD-0000208,CUST-0144,2023-01-14,Flannel Shirt,Clothing,3,20.34,61.02
ORD-0000209,CUST-0037,2023-01-14,Slim Fit Jeans,Clothing,4,41.19,164.76
ORD-0000210,CUST-0238,2023-01-14,Shower Caddy,Home & Kitchen,1,244.60,244.60
ORD-0000211,CUST-0944,2023-01-15,Phone Gimbal,Electronics,1,134.40,134.40
ORD-0000212,CUST-0824,2023-01-15,Silk Scarf,Clothing,1,43.97,43.97
ORD-0000213,CUST-0308,2023-01-15,Pleated Skirt,Clothing,1,59.92,59.92
ORD-0000214,CUST-0119,2023-01-15,Thermal Base Layer,Clothing,1,42.97,42.97
ORD-0000215,CUST-0678,2023-01-15,Running Shoes,Clothing,1,79.30,79.30
ORD-0000216,CUST-0063,2023-01-15,Makeup Brush Set,Beauty,3,42.91,128.73
ORD-0000217,CUST-0062,2023-01-15,Body Lotion,Beauty,1,42.81,42.81
ORD-0000218,CUST-0174,2023-01-15,Dress Socks Pack,Clothing,4,26.37,105.48
ORD-0000219,CUST-0143,2023-01-15,Phone Tripod,Electronics,1,147.89,147.89
ORD-0000220,CUST-0468,2023-01-15,Retinol Night Cream,Beauty,1,12.22,12.22
ORD-0000221,CUST-0899,2023-01-15,Wireless Headphones,Electronics,1,62.75,62.75
ORD-0000222,CUST-0077,2023-01-15,Python Crash Course,Books,1,15.02,15.02
ORD-0000223,CUST-0407,2023-01-15,Python Crash Course,Books,1,7.53,7.53
ORD-0000224,CUST-0126,2023-01-16,Sheet Mask Bundle,Beauty,2,45.51,91.02
ORD-0000225,CUST-0020,2023-01-16,Ankle Socks Pack,Clothing,1,23.88,23.88
ORD-0000226,CUST-0077,2023-01-16,Winter Coat,Clothing,1,46.53,46.53
ORD-0000227,CUST-0536,2023-01-16,Yoga Mat,Sports,2,15.17,30.34
ORD-0000228,CUST-0602,2023-01-16,Graphing Calculator,Electronics,1,60.33,60.33
ORD-0000229,CUST-0308,2023-01-16,Kitchen Compost Bin,Home & Kitchen,1,13.17,13.17
ORD-0000230,CUST-0077,2023-01-16,Coffee Table Art Book,Books,1,13.39,13.39
ORD-0000231,CUST-0297,2023-01-16,Cotton Hoodie,Clothing,1,78.26,78.26
ORD-0000232,CUST-0028,2023-01-16,Cuticle Oil,Beauty,2,48.02,96.04
ORD-0000233,CUST-0315,2023-01-16,Wireless Headphones,Electronics,1,33.20,33.20
ORD-0000234,CUST-0449,2023-01-16,Streaming Microphone,Electronics,2,82.81,165.62
ORD-0000235,CUST-0612,2023-01-16,Portable Charger,Electronics,1,196.38,196.38
ORD-0000236,CUST-0223,2023-01-16,Bike Light Set,Sports,2,26.35,52.70
ORD-0000237,CUST-0606,2023-01-16,Pilates Ball,Sports,3,118.22,354.66
ORD-0000238,CUST-0425,2023-01-16,USB-C Hub,Electronics,1,37.35,37.35
ORD-0000239,CUST-0278,2023-01-16,Mystery Novel Collection,Books,1,13.45,13.45
ORD-0000240,CUST-0448,2023-01-16,Knit Cardigan,Clothing,1,63.55,63.55
ORD-0000241,CUST-0652,2023-01-17,Air Fryer,Home & Kitchen,2,239.42,478.84
ORD-0000242,CUST-0336,2023-01-17,Stainless Mixing Bowls,Home & Kitchen,1,99.75,99.75
ORD-0000243,CUST-0013,2023-01-17,Lip Balm Pack,Beauty,3,18.42,55.26
ORD-0000244,CUST-0010,2023-01-17,Pilates Ball,Sports,2,55.81,111.62
ORD-0000245,CUST-0160,2023-01-17,Healthy Meal Prep,Books,2,14.18,28.36
ORD-0000246,CUST-0747,2023-01-17,Makeup Sponge Pack,Beauty,4,15.72,62.88
ORD-0000247,CUST-0239,2023-01-17,Wireless Mouse,Electronics,1,398.34,398.34
ORD-0000248,CUST-0822,2023-01-17,Wireless Headphones,Electronics,1,35.27,35.27
ORD-0000249,CUST-0680,2023-01-17,Wireless Headphones,Electronics,1,378.93,378.93
ORD-0000250,CUST-0366,2023-01-17,Mascara Volume,Beauty,3,43.67,131.01
ORD-0000251,CUST-0806,2023-01-17,Rain Jacket,Clothing,1,33.20,33.20
ORD-0000252,CUST-0049,2023-01-17,Makeup Sponge Pack,Beauty,3,34.03,102.09
ORD-0000253,CUST-0032,2023-01-17,Cast Iron Skillet,Home & Kitchen,2,79.79,159.58
ORD-0000254,CUST-0166,2023-01-17,Puffer Vest,Clothing,1,75.35,75.35
ORD-0000255,CUST-0620,2023-01-18,Smart Watch,Electronics,1,716.79,716.79
ORD-0000256,CUST-0680,2023-01-18,Cookbook Classics,Books,1,9.90,9.90
ORD-0000257,CUST-0029,2023-01-18,Gaming Monitor,Electronics,1,88.88,88.88
ORD-0000258,CUST-0514,2023-01-18,USB-C Hub,Electronics,1,179.83,179.83
ORD-0000259,CUST-0559,2023-01-18,Streaming Microphone,Electronics,1,406.47,406.47
ORD-0000260,CUST-0520,2023-01-18,Bluetooth Speaker,Electronics,3,248.18,744.54
ORD-0000261,CUST-0157,2023-01-18,Wireless Mouse,Electronics,1,39.42,39.42
ORD-0000262,CUST-0338,2023-01-18,Cordless Hand Vacuum,Home & Kitchen,2,31.25,62.50
ORD-0000263,CUST-0129,2023-01-18,Jump Rope,Sports,1,75.35,75.35
ORD-0000264,CUST-0046,2023-01-18,Ceramic Dinner Set,Home & Kitchen,4,240.80,963.20
ORD-0000265,CUST-0947,2023-01-18,Travel Adapter,Electronics,1,39.40,39.40
ORD-0000266,CUST-0527,2023-01-18,Running Shoes,Clothing,1,19.38,19.38
ORD-0000267,CUST-0372,2023-01-18,Wireless Mouse,Electronics,1,28.07,28.07
ORD-0000268,CUST-0007,2023-01-18,Air Fryer,Home & Kitchen,1,144.78,144.78
ORD-0000269,CUST-0131,2023-01-18,Webcam Pro,Electronics,3,74.11,222.33
ORD-0000270,CUST-0088,2023-01-18,Smart Watch,Electronics,1,96.88,96.88
ORD-0000271,CUST-0630,2023-01-18,Bluetooth Speaker,Electronics,1,31.70,31.70
ORD-0000272,CUST-0986,2023-01-18,Slim Fit Jeans,Clothing,2,86.59,173.18
ORD-0000273,CUST-0008,2023-01-18,Throw Blanket,Home & Kitchen,1,19.45,19.45
ORD-0000274,CUST-0089,2023-01-18,Modern JavaScript Guide,Books,2,10.60,21.20
ORD-0000275,CUST-0727,2023-01-19,Smart Watch,Electronics,1,278.52,278.52
ORD-0000276,CUST-0006,2023-01-19,Linen Shirt,Clothing,1,86.15,86.15
ORD-0000277,CUST-0368,2023-01-19,Wireless Headphones,Electronics,1,276.33,276.33
ORD-0000278,CUST-0088,2023-01-19,Marketing Fundamentals,Books,1,37.23,37.23
ORD-0000279,CUST-0016,2023-01-19,Storage Basket Set,Home & Kitchen,1,43.26,43.26
ORD-0000280,CUST-0009,2023-01-19,Running Shoes,Clothing,1,84.29,84.29
ORD-0000281,CUST-0032,2023-01-19,Healthy Meal Prep,Books,2,18.63,37.26
ORD-0000282,CUST-0563,2023-01-19,Clay Face Mask,Beauty,1,31.52,31.52
ORD-0000283,CUST-0727,2023-01-19,Memory Foam Pillow,Home & Kitchen,3,102.30,306.90
ORD-0000284,CUST-0292,2023-01-19,Laundry Hamper,Home & Kitchen,1,256.38,256.38
ORD-0000285,CUST-0082,2023-01-19,Yoga Leggings,Clothing,2,48.83,97.66
ORD-0000286,CUST-0632,2023-01-19,Bluetooth Speaker,Electronics,1,433.10,433.10
ORD-0000287,CUST-0110,2023-01-19,Wireless Headphones,Electronics,1,434.70,434.70
ORD-0000288,CUST-0391,2023-01-19,Cotton Bath Towels,Home & Kitchen,2,56.84,113.68
ORD-0000289,CUST-0465,2023-01-19,Wireless Headphones,Electronics,1,99.61,99.61
ORD-0000290,CUST-0146,2023-01-19,Smart Home Plug,Electronics,1,186.06,186.06
ORD-0000291,CUST-0995,2023-01-19,Hydrating Shampoo,Beauty,1,19.12,19.12
ORD-0000292,CUST-0046,2023-01-19,Slim Fit Jeans,Clothing,2,19.57,39.14
ORD-0000293,CUST-0993,2023-01-19,Project Management Fieldbook,Books,1,7.02,7.02
ORD-0000294,CUST-0007,2023-01-19,Cycling Gloves,Sports,2,31.87,63.74
ORD-0000295,CUST-0099,2023-01-19,Wireless Headphones,Electronics,2,398.66,797.32
ORD-0000296,CUST-0017,2023-01-19,Foam Roller,Sports,1,9.53,9.53
ORD-0000297,CUST-0650,2023-01-20,Cuticle Oil,Beauty,2,24.61,49.22
ORD-0000298,CUST-0628,2023-01-20,Cybersecurity Essentials,Books,1,12.97,12.97
