order_id,customer,date,product,category,quantity,unit_price,revenue
ORD-000091,CUST-0088,2023-01-27,Air Fryer,Home & Kitchen,1,119.21,119.21
ORD-000092,CUST-0115,2023-01-28,Bed Sheet Set,Home & Kitchen,1,135.73,135.73
ORD-000093,CUST-0039,2023-01-28,Smart Watch,Electronics,2,102.94,205.88
ORD-000094,CUST-0416,2023-01-29,Air Fryer,Home & Kitchen,1,15.53,15.53
ORD-000095,CUST-0001,2023-01-29,Business Strategy Handbook,Books,2,19.6,39.2
ORD-000096,CUST-0007,2023-01-29,Resistance Bands,Sports,1,25.74,25.74
ORD-000097,CUST-0592,2023-01-30,Business Strategy Handbook,Books,1,14.53,14.53
ORD-000098,CUST-0097,2023-01-30,Bluetooth Speaker,Electronics,1,137.7,137.7
ORD-000099,CUST-0001,2023-01-30,Yoga Mat,Sports,2,16.4,32.8
ORD-000100,CUST-0488,2023-01-30,Resistance Bands,Sports,4,17.91,71.64
ORD-000101,CUST-0426,2023-01-30,Business Strategy Handbook,Books,2,16.74,33.48
ORD-000102,CUST-0004,2023-01-30,Running Shoes,Clothing,1,78.61,78.61
ORD-000103,CUST-0487,2023-01-31,Electric Kettle,Home & Kitchen,1,79.13,79.13
ORD-000104,CUST-0072,2023-01-31,Portable Charger,Electronics,3,683.71,2051.13
ORD-000105,CUST-0013,2023-01-31,Kitchen Knife Set,Home & Kitchen,1,15.68,15.68
ORD-000106,CUST-0224,2023-02-01,Yoga Mat,Sports,2,9.51,19.02
ORD-000107,CUST-0526,2023-02-01,Cotton Hoodie,Clothing,2,20.09,40.18
ORD-000108,CUST-0403,2023-02-01,Cotton Hoodie,Clothing,1,95.43,95.43
ORD-000109,CUST-0468,2023-02-02,Cotton Hoodie,Clothing,1,21.75,21.75
ORD-000110,CUST-0212,2023-02-02,Electric Kettle,Home & Kitchen,2,78.73,157.46
ORD-000111,CUST-0383,2023-02-02,Cotton Hoodie,Clothing,1,81.21,81.21
ORD-000112,CUST-0114,2023-02-02,Bluetooth Speaker,Electronics,3,38.91,116.73
ORD-000113,CUST-0021,2023-02-03,Bluetooth Speaker,Electronics,1,96.88,96.88
ORD-000114,CUST-0001,2023-02-03,Wireless Headphones,Electronics,1,39.1,39.1
ORD-000115,CUST-0500,2023-02-04,Robot Vacuum,Home & Kitchen,1,132.0,132.0
ORD-000116,CUST-0328,2023-02-04,Mechanical Keyboard,Electronics,1,86.42,86.42
ORD-000117,CUST-0248,2023-02-04,Webcam Pro,Electronics,1,42.11,42.11
ORD-000118,CUST-0026,2023-02-06,Kitchen Knife Set,Home & Kitchen,2,40.49,80.98
ORD-000119,CUST-0002,2023-02-06,Resistance Bands,Sports,1,9.65,9.65
ORD-000120,CUST-0004,2023-02-06,Air Fryer,Home & Kitchen,2,257.42,514.84
ORD-000121,CUST-0371,2023-02-06,Wireless Headphones,Electronics,2,374.86,749.72
ORD-000122,CUST-0027,2023-02-06,USB-C Hub,Electronics,2,372.18,744.36
ORD-000123,CUST-0594,2023-02-06,Air Fryer,Home & Kitchen,4,69.27,277.08
ORD-000124,CUST-0171,2023-02-06,Kitchen Knife Set,Home & Kitchen,1,26.01,26.01
ORD-000125,CUST-0472,2023-02-07,Kitchen Knife Set,Home & Kitchen,1,24.95,24.95
ORD-000126,CUST-0377,2023-02-07,Portable Charger,Electronics,2,379.35,758.7
ORD-000127,CUST-0090,2023-02-07,Running Shoes,Clothing,1,63.39,63.39
ORD-000128,CUST-0509,2023-02-07,Wireless Headphones,Electronics,1,86.8,86.8
ORD-000129,CUST-0569,2023-02-08,Air Fryer,Home & Kitchen,1,122.98,122.98
ORD-000130,CUST-0315,2023-02-08,Denim Jacket,Clothing,1,32.39,32.39
ORD-000131,CUST-0153,2023-02-08,Leadership Playbook,Books,1,34.39,34.39
ORD-000132,CUST-0348,2023-02-08,Resistance Bands,Sports,1,41.2,41.2
ORD-000133,CUST-0556,2023-02-08,Hair Dryer,Beauty,1,35.79,35.79
ORD-000134,CUST-0250,2023-02-09,Insulated Water Bottle,Sports,1,18.57,18.57
ORD-000135,CUST-0363,2023-02-09,Cotton Hoodie,Clothing,1,23.12,23.12
ORD-000136,CUST-0348,2023-02-09,Cotton Hoodie,Clothing,2,101.54,203.08
ORD-000137,CUST-0467,2023-02-09,Denim Jacket,Clothing,1,112.05,112.05
ORD-000138,CUST-0559,2023-02-10,Air Fryer,Home & Kitchen,1,117.95,117.95
ORD-000139,CUST-0244,2023-02-10,USB-C Hub,Electronics,2,695.16,1390.32
ORD-000140,CUST-0001,2023-02-11,Cotton Hoodie,Clothing,1,29.29,29.29
ORD-000141,CUST-0412,2023-02-11,Denim Jacket,Clothing,1,93.67,93.67
ORD-000142,CUST-0049,2023-02-12,Face Moisturizer,Beauty,1,61.8,61.8
ORD-000143,CUST-0512,2023-02-12,Business Strategy Handbook,Books,3,19.69,59.07
ORD-000144,CUST-0230,2023-02-12,Portable Charger,Electronics,1,348.75,348.75
ORD-000145,CUST-0541,2023-02-12,Kitchen Knife Set,Home & Kitchen,1,255.26,255.26
ORD-000146,CUST-0591,2023-02-13,Yoga Leggings,Clothing,1,31.38,31.38
ORD-000147,CUST-0185,2023-02-13,Insulated Water Bottle,Sports,1,120.63,120.63
ORD-000148,CUST-0258,2023-02-14,Smart Watch,Electronics,1,126.46,126.46
ORD-000149,CUST-0010,2023-02-14,Running Shoes,Clothing,2,64.27,128.54
ORD-000150,CUST-0439,2023-02-16,Running Shoes,Clothing,1,59.75,59.75
ORD-000151,CUST-0159,2023-02-16,Business Strategy Handbook,Books,1,6.78,6.78
ORD-000152,CUST-0546,2023-02-16,Modern JavaScript Guide,Books,1,15.62,15.62
ORD-000153,CUST-0356,2023-02-17,Smart Watch,Electronics,2,131.41,262.82
ORD-000154,CUST-0263,2023-02-17,Face Moisturizer,Beauty,4,17.96,71.84
ORD-000155,CUST-0015,2023-02-17,Laptop Stand,Electronics,1,59.7,59.7
ORD-000156,CUST-0012,2023-02-17,Business Strategy Handbook,Books,1,15.4,15.4
ORD-000157,CUST-0219,2023-02-17,Running Shoes,Clothing,1,22.47,22.47
ORD-000158,CUST-0320,2023-02-17,Wireless Headphones,Electronics,1,91.62,91.62
ORD-000159,CUST-0034,2023-02-18,Cotton Hoodie,Clothing,1,30.8,30.8
ORD-000160,CUST-0341,2023-02-18,Hair Dryer,Beauty,3,60.09,180.27
ORD-000161,CUST-0001,2023-02-18,Vitamin C Serum,Beauty,2,65.08,130.16
ORD-000162,CUST-0007,2023-02-18,Business Strategy Handbook,Books,1,36.12,36.12
ORD-000163,CUST-0006,2023-02-18,Wireless Headphones,Electronics,3,62.81,188.43
ORD-000164,CUST-0147,2023-02-19,Mystery Novel Collection,Books,2,17.56,35.12
ORD-000165,CUST-0001,2023-02-20,Yoga Mat,Sports,1,63.88,63.88
ORD-000166,CUST-0432,2023-02-20,Air Fryer,Home & Kitchen,1,41.75,41.75
ORD-000167,CUST-0248,2023-02-20,Running Shoes,Clothing,2,45.05,90.1
ORD-000168,CUST-0194,2023-02-20,Coffee Grinder,Home & Kitchen,1,15.57,15.57
ORD-000169,CUST-0366,2023-02-20,Yoga Leggings,Clothing,1,50.19,50.19
ORD-000170,CUST-0325,2023-02-21,Vitamin C Serum,Beauty,2,18.81,37.62
ORD-000171,CUST-0219,2023-02-21,Laptop Stand,Electronics,1,717.69,717.69
ORD-000172,CUST-0032,2023-02-22,Wireless Headphones,Electronics,2,706.43,1412.86
ORD-000173,CUST-0538,2023-02-23,Running Shoes,Clothing,1,45.67,45.67
ORD-000174,CUST-0206,2023-02-23,Modern JavaScript Guide,Books,2,39.61,79.22
ORD-000175,CUST-0379,2023-02-23,Robot Vacuum,Home & Kitchen,2,120.47,240.94
ORD-000176,CUST-0219,2023-02-23,Face Moisturizer,Beauty,1,34.8,34.8
ORD-000177,CUST-0535,2023-02-23,Insulated Water Bottle,Sports,1,28.6,28.6
ORD-000178,CUST-0092,2023-02-23,Portable Charger,Electronics,1,204.14,204.14
ORD-000179,CUST-0015,2023-02-23,Basketball,Sports,3,23.24,69.72
ORD-000180,CUST-0414,2023-02-24,Bamboo Cutting Board,Home & Kitchen,1,23.66,23.66
ORD-000181,CUST-0002,2023-02-24,Graphic T-Shirt,Clothing,2,99.8,199.6
ORD-000182,CUST-0218,2023-02-24,Data Analytics Primer,Books,1,10.27,10.27
ORD-000183,CUST-0273,2023-02-25,Yoga Mat,Sports,1,117.07,117.07
ORD-000184,CUST-0102,2023-02-25,Vitamin C Serum,Beauty,2,8.92,17.84
ORD-000185,CUST-0001,2023-02-25,Slim Fit Jeans,Clothing,1,32.75,32.75
ORD-000186,CUST-0082,2023-02-25,Wireless Headphones,Electronics,2,60.97,121.94
ORD-000187,CUST-0363,2023-02-25,Cotton Hoodie,Clothing,1,116.75,116.75
ORD-000188,CUST-0095,2023-02-25,Mechanical Keyboard,Electronics,2,677.24,1354.48
ORD-000189,CUST-0014,2023-02-25,USB-C Hub,Electronics,1,41.1,41.1
ORD-000190,CUST-0290,2023-02-26,Kitchen Knife Set,Home & Kitchen,2,26.47,52.94
ORD-000191,CUST-0262,2023-02-27,Portable Charger,Electronics,1,63.1,63.1
ORD-000192,CUST-0420,2023-02-28,Running Shoes,Clothing,2,82.11,164.22
ORD-000193,CUST-0048,2023-03-01,Air Fryer,Home & Kitchen,1,237.86,237.86
ORD-000194,CUST-0269,2023-03-01,Insulated Water Bottle,Sports,1,26.59,26.59
ORD-000195,CUST-0093,2023-03-02,Bed Sheet Set,Home & Kitchen,1,122.34,122.34
ORD-000196,CUST-0007,2023-03-03,Running Waist Pack,Sports,2,10.72,21.44
ORD-000197,CUST-0123,2023-03-03,Bamboo Cutting Board,Home & Kitchen,1,72.02,72.02
ORD-000198,CUST-0063,2023-03-03,Cotton Hoodie,Clothing,3,99.2,297.6
ORD-000199,CUST-0012,2023-03-03,Mystery Novel Collection,Books,2,10.14,20.28
ORD-000200,CUST-0201,2023-03-03,Bluetooth Speaker,Electronics,1,57.5,57.5
ORD-000201,CUST-0042,2023-03-03,Kitchen Knife Set,Home & Kitchen,1,16.6,16.6
ORD-000202,CUST-0430,2023-03-04,Wireless Headphones,Electronics,1,707.31,707.31
ORD-000203,CUST-0250,2023-03-04,Cotton Hoodie,Clothing,2,95.58,191.16
ORD-000204,CUST-0557,2023-03-04,Denim Jacket,Clothing,1,22.46,22.46
ORD-000205,CUST-0030,2023-03-04,Cotton Hoodie,Clothing,1,59.85,59.85
ORD-000206,CUST-0590,2023-03-05,Running Shoes,Clothing,1,45.51,45.51
ORD-000207,CUST-0068,2023-03-05,Face Moisturizer,Beauty,1,19.23,19.23
ORD-000208,CUST-0006,2023-03-05,Vitamin C Serum,Beauty,1,33.61,33.61
ORD-000209,CUST-0121,2023-03-05,Vitamin C Serum,Beauty,1,33.44,33.44
ORD-000210,CUST-0110,2023-03-05,Retinol Night Cream,Beauty,2,8.11,16.22
ORD-000211,CUST-0033,2023-03-05,Running Shoes,Clothing,1,47.97,47.97
ORD-000212,CUST-0038,2023-03-05,Healthy Meal Prep,Books,1,15.77,15.77
ORD-000213,CUST-0002,2023-03-05,Cotton Hoodie,Clothing,1,103.0,103.0
ORD-000214,CUST-0003,2023-03-06,Denim Jacket,Clothing,1,60.33,60.33
ORD-000215,CUST-0309,2023-03-06,Makeup Brush Set,Beauty,1,27.05,27.05
ORD-000216,CUST-0042,2023-03-06,Robot Vacuum,Home & Kitchen,1,78.48,78.48
ORD-000217,CUST-0107,2023-03-06,Wireless Headphones,Electronics,1,62.31,62.31
ORD-000218,CUST-0003,2023-03-06,USB-C Hub,Electronics,2,360.97,721.94
ORD-000219,CUST-0385,2023-03-06,Laptop Stand,Electronics,2,683.02,1366.04
ORD-000220,CUST-0055,2023-03-07,Polo Shirt,Clothing,3,101.78,305.34
ORD-000221,CUST-0570,2023-03-07,Bluetooth Speaker,Electronics,1,793.44,793.44
ORD-000222,CUST-0065,2023-03-07,Cotton Hoodie,Clothing,1,82.12,82.12
ORD-000223,CUST-0062,2023-03-07,Running Shoes,Clothing,1,30.55,30.55
ORD-000224,CUST-0021,2023-03-07,Cotton Hoodie,Clothing,3,32.54,97.62
ORD-000225,CUST-0151,2023-03-07,Bluetooth Speaker,Electronics,2,359.67,719.34
ORD-000226,CUST-0015,2023-03-08,Resistance Bands,Sports,3,16.8,50.4
ORD-000227,CUST-0070,2023-03-08,Smart Watch,Electronics,1,219.62,219.62
ORD-000228,CUST-0126,2023-03-08,Wireless Headphones,Electronics,2,810.24,1620.48
ORD-000229,CUST-0003,2023-03-08,Wireless Headphones,Electronics,2,96.39,192.78
ORD-000230,CUST-0559,2023-03-09,Mystery Novel Collection,Books,1,24.97,24.97
ORD-000231,CUST-0422,2023-03-09,Basketball,Sports,3,17.21,51.63
ORD-000232,CUST-0044,2023-03-10,Slim Fit Jeans,Clothing,2,29.3,58.6
ORD-000233,CUST-0102,2023-03-10,Wireless Headphones,Electronics,1,105.61,105.61
ORD-000234,CUST-0209,2023-03-10,Retinol Night Cream,Beauty,1,67.96,67.96
ORD-000235,CUST-0230,2023-03-11,Kitchen Knife Set,Home & Kitchen,4,116.53,466.12
ORD-000236,CUST-0013,2023-03-11,Healthy Meal Prep,Books,1,24.49,24.49
ORD-000237,CUST-0586,2023-03-11,Modern JavaScript Guide,Books,2,7.46,14.92
ORD-000238,CUST-0070,2023-03-12,Sheet Mask Bundle,Beauty,4,14.42,57.68
ORD-000239,CUST-0182,2023-03-12,Cotton Hoodie,Clothing,1,33.27,33.27
ORD-000240,CUST-0500,2023-03-13,Bluetooth Speaker,Electronics,1,198.39,198.39
ORD-000241,CUST-0138,2023-03-13,Compact Blender,Home & Kitchen,2,14.67,29.34
ORD-000242,CUST-0439,2023-03-13,Kitchen Knife Set,Home & Kitchen,1,23.24,23.24
ORD-000243,CUST-0543,2023-03-13,Compact Blender,Home & Kitchen,2,43.12,86.24
ORD-000244,CUST-0106,2023-03-13,Wireless Headphones,Electronics,1,95.41,95.41
ORD-000245,CUST-0009,2023-03-13,Personal Finance Basics,Books,1,15.94,15.94
ORD-000246,CUST-0367,2023-03-13,Laptop Stand,Electronics,1,713.88,713.88
ORD-000247,CUST-0535,2023-03-14,Wireless Headphones,Electronics,1,680.28,680.28
ORD-000248,CUST-0301,2023-03-15,Cotton Hoodie,Clothing,1,44.23,44.23
ORD-000249,CUST-0015,2023-03-15,Yoga Mat,Sports,2,17.43,34.86
ORD-000250,CUST-0050,2023-03-16,Slim Fit Jeans,Clothing,3,46.54,139.62
ORD-000251,CUST-0020,2023-03-16,Business Strategy Handbook,Books,1,7.29,7.29
ORD-000252,CUST-0198,2023-03-16,Graphic T-Shirt,Clothing,1,21.9,21.9
ORD-000253,CUST-0261,2023-03-17,Wireless Headphones,Electronics,1,126.12,126.12
ORD-000254,CUST-0388,2023-03-17,Healthy Meal Prep,Books,1,17.65,17.65
ORD-000255,CUST-0189,2023-03-18,Vitamin C Serum,Beauty,1,19.13,19.13
ORD-000256,CUST-0250,2023-03-18,Graphic T-Shirt,Clothing,1,101.07,101.07
ORD-000257,CUST-0549,2023-03-18,Wireless Headphones,Electronics,1,64.87,64.87
ORD-000258,CUST-0273,2023-03-19,Cotton Hoodie,Clothing,1,48.86,48.86
ORD-000259,CUST-0012,2023-03-20,Graphic T-Shirt,Clothing,1,23.1,23.1
ORD-000260,CUST-0332,2023-03-20,Air Fryer,Home & Kitchen,1,123.08,123.08
ORD-000261,CUST-0180,2023-03-20,Cotton Hoodie,Clothing,1,42.5,42.5
ORD-000262,CUST-0384,2023-03-20,Vitamin C Serum,Beauty,1,33.11,33.11
ORD-000263,CUST-0031,2023-03-20,USB-C Hub,Electronics,2,357.48,714.96
ORD-000264,CUST-0236,2023-03-20,Smart Watch,Electronics,1,37.75,37.75
ORD-000265,CUST-0328,2023-03-20,Smart Watch,Electronics,1,39.92,39.92
ORD-000266,CUST-0271,2023-03-21,Graphic T-Shirt,Clothing,1,20.31,20.31
ORD-000267,CUST-0068,2023-03-21,Mystery Novel Collection,Books,1,36.66,36.66
ORD-000268,CUST-0518,2023-03-22,Wireless Headphones,Electronics,3,60.64,181.92
ORD-000269,CUST-0261,2023-03-22,Basketball,Sports,1,17.41,17.41
ORD-000270,CUST-0204,2023-03-22,Business Strategy Handbook,Books,1,38.48,38.48
ORD-000271,CUST-0525,2023-03-22,Vitamin C Serum,Beauty,1,33.23,33.23
ORD-000272,CUST-0349,2023-03-22,Yoga Mat,Sports,1,38.26,38.26
ORD-000273,CUST-0510,2023-03-23,Air Fryer,Home & Kitchen,2,267.7,535.4
ORD-000274,CUST-0371,2023-03-24,Wireless Headphones,Electronics,1,781.18,781.18
ORD-000275,CUST-0004,2023-03-24,Bluetooth Speaker,Electronics,2,147.53,295.06
ORD-000276,CUST-0082,2023-03-25,Bluetooth Speaker,Electronics,1,213.73,213.73
ORD-000277,CUST-0298,2023-03-25,Python Crash Course,Books,1,27.27,27.27
ORD-000278,CUST-0133,2023-03-25,Yoga Mat,Sports,1,9.46,9.46
ORD-000279,CUST-0426,2023-03-25,Resistance Bands,Sports,4,126.52,506.08
ORD-000280,CUST-0011,2023-03-26,USB-C Hub,Electronics,2,38.65,77.3
ORD-000281,CUST-0333,2023-03-26,Running Shoes,Clothing,3,64.42,193.26
ORD-000282,CUST-0009,2023-03-26,Coffee Grinder,Home & Kitchen,2,270.05,540.1
ORD-000283,CUST-0269,2023-03-26,Cotton Hoodie,Clothing,4,29.93,119.72
ORD-000284,CUST-0089,2023-03-27,Denim Jacket,Clothing,3,21.68,65.04
ORD-000285,CUST-0149,2023-03-27,Basketball,Sports,4,118.92,475.68
ORD-000286,CUST-0001,2023-03-27,Hair Dryer,Beauty,1,25.02,25.02
ORD-000287,CUST-0583,2023-03-27,Kitchen Knife Set,Home & Kitchen,1,114.68,114.68
ORD-000288,CUST-0525,2023-03-28,Resistance Bands,Sports,1,39.73,39.73
ORD-000289,CUST-0015,2023-03-28,Cotton Hoodie,Clothing,1,80.63,80.63
ORD-000290,CUST-0092,2023-03-28,Robot Vacuum,Home & Kitchen,3,126.47,379.41
ORD-000291,CUST-0434,2023-03-28,Laptop Stand,Electronics,2,383.01,766.02
ORD-000292,CUST-0125,2023-03-28,Air Fryer,Home & Kitchen,1,120.51,120.51
ORD-000293,CUST-0057,2023-03-28,Kitchen Knife Set,Home & Kitchen,1,76.59,76.59
ORD-000294,CUST-0023,2023-03-29,Makeup Brush Set,Beauty,3,26.0,78.0
ORD-000295,CUST-0004,2023-03-29,Vitamin C Serum,Beauty,3,12.7,38.1
ORD-000296,CUST-0211,2023-03-30,Wireless Headphones,Electronics,1,129.24,129.24
ORD-000297,CUST-0179,2023-03-30,Denim Jacket,Clothing,1,112.68,112.68
ORD-000298,CUST-0081,2023-03-30,Foam Roller,Sports,1,125.02,125.02
ORD-000299,CUST-0460,2023-03-31,Coffee Grinder,Home & Kitchen,1,126.48,126.48
ORD-000300,CUST-0177,2023-03-31,Rain Jacket,Clothing,2,102.03,204.06
ORD-000301,CUST-0457,2023-03-31,Wireless Headphones,Electronics,1,204.15,204.15
ORD-000302,CUST-0344,2023-03-31,Yoga Mat,Sports,2,121.46,242.92
ORD-000303,CUST-0059,2023-04-01,Wireless Headphones,Electronics,1,731.02,731.02
ORD-000304,CUST-0005,2023-04-02,Basketball,Sports,1,62.93,62.93
ORD-000305,CUST-0017,2023-04-02,Robot Vacuum,Home & Kitchen,3,41.63,124.89
ORD-000306,CUST-0475,2023-04-03,Air Fryer,Home & Kitchen,1,42.83,42.83
