order_id,customer_id,order_date,product_name,category,quantity,unit_price,revenue
ORD-000023,CUST-0344,2024-11-07,Cotton Hoodie,Clothing,1,20.89,
ORD-000024,CUST-0076,2024-05-24,Bluetooth Speaker,Electronics,1,38.41,38.41
ORD-000025,CUST-0164,2023-10-11,Resistance Bands,Sports,1,38.21,38.21
ORD-000026,CUST-0006,2023-06-16,Rain Jacket,Clothing,1,73.27,73.27
ORD-000027,CUST-0133,2024-04-02,Graphic T-Shirt,Clothing,1,62.93,62.93
ORD-000028,CUST-0037,2023-08-28,Wireless Headphones,Electronics,1,84.74,84.74
ORD-000029,CUST-0299,2023-04-30,Cotton Hoodie,Clothing,2,31.71,63.42
ORD-000030,CUST-0226,2024-12-26,Sunscreen SPF 50,Beauty,3,7.98,23.94
ORD-000031,CUST-0121,2023-01-04,Cotton Hoodie,Clothing,1,20.95,20.95
ORD-000032,CUST-0004,2024-01-03,Denim Jacket,Clothing,1,30.37,
ORD-000033,CUST-0189,2023-06-02,Vitamin C Serum,Beauty,2,36.22,72.44
ORD-000034,CUST-0095,2023-11-14,Business Handbook,Books,1,10.58,
ORD-000035,CUST-0061,2024-12-28,Graphic T-Shirt,Clothing,1,58.43,
ORD-000036,CUST-0099,2024-04-20,Wireless Headphones,Electronics,1,40.38,40.38
ORD-000037,CUST-0454,2023-08-06,Smart Watch,Electronics,1,358.75,
ORD-000038,CUST-0449,2023-12-08,Kitchen Knife Set,Home & Kitchen,4,41.97,167.88
ORD-000039,CUST-0385,2024-06-29,Denim Jacket,Clothing,3,21.15,
ORD-000040,CUST-0321,2023-04-26,Running Shoes,Clothing,1,42.05,42.05
ORD-000041,CUST-0079,2024-02-03,Wireless Headphones,Electronics,2,129.63,259.26
ORD-000042,CUST-0254,2023-08-01,Rain Jacket,Clothing,2,55.82,111.64
ORD-000043,CUST-0026,2023-08-20,Face Moisturizer,Beauty,1,61.75,61.75
ORD-000044,CUST-0107,2023-12-29,Trail Backpack,Sports,3,26.38,79.14
ORD-000045,CUST-0295,2023-11-22,Bluetooth Speaker,Electronics,2,333.21,
ORD-000046,CUST-0451,2023-05-23,Foam Roller,Sports,1,63.42,63.42
ORD-000047,CUST-0002,2024-04-09,USB-C Hub,Electronics,1,209.94,
ORD-000048,CUST-0432,2023-12-23,Portable Charger,Electronics,2,132.18,264.36
ORD-000049,CUST-0003,2023-11-14,Python Crash Course,Books,1,36.90,36.90
ORD-000050,CUST-0089,2024-06-17,Bed Sheet Set,Home & Kitchen,1,20.90,
ORD-000051,CUST-0066,2024-04-02,Coffee Grinder,Home & Kitchen,3,40.94,122.82
ORD-000052,CUST-0359,2024-12-11,Wireless Headphones,Electronics,1,130.91,130.91
ORD-000053,CUST-0269,2023-12-28,Bluetooth Speaker,Electronics,1,208.36,208.36
ORD-000054,CUST-0263,2023-03-10,Running Shoes,Clothing,1,45.97,45.97
ORD-000055,CUST-0153,2023-05-16,Cotton Hoodie,Clothing,1,46.49,46.49
ORD-000056,CUST-0402,2023-10-22,Business Handbook,Books,3,26.14,78.42
ORD-000057,CUST-0107,2024-02-19,USB-C Hub,Electronics,1,41.50,41.50
ORD-000058,CUST-0020,2024-08-03,Sunscreen SPF 50,Beauty,1,7.51,
ORD-000059,CUST-0222,2024-10-10,Trail Backpack,Sports,1,26.38,
ORD-000060,CUST-0002,2024-12-07,Bluetooth Speaker,Electronics,1,92.16,
ORD-000061,CUST-0252,2024-05-23,Yoga Leggings,Clothing,1,62.75,62.75
ORD-000062,CUST-0103,2024-02-02,Adjustable Dumbbell,Sports,2,10.36,20.72
ORD-000063,CUST-0412,2024-02-04,Smart Watch,Electronics,1,94.71,94.71
ORD-000064,CUST-0136,2024-12-30,Kitchen Knife Set,Home & Kitchen,4,19.90,79.60
ORD-000065,CUST-0007,2023-02-15,Body Lotion,Beauty,3,26.11,78.33
ORD-000066,CUST-0175,2023-06-06,Vitamin C Serum,Beauty,1,8.26,8.26
ORD-000067,CUST-0030,2023-12-14,Running Shoes,Clothing,2,47.54,
ORD-000068,CUST-0010,2024-02-05,Electric Kettle,Home & Kitchen,1,115.77,115.77
ORD-000069,CUST-0059,2024-01-04,Vitamin C Serum,Beauty,1,12.36,12.36
ORD-000070,CUST-0009,2024-08-18,Cotton Hoodie,Clothing,2,47.38,94.76
ORD-000071,CUST-0425,2023-07-08,Business Handbook,Books,1,25.11,
ORD-000072,CUST-0089,2023-10-28,Wireless Headphones,Electronics,1,39.91,39.91
ORD-000073,CUST-0009,2024-03-28,Kitchen Knife Set,Home & Kitchen,1,75.19,75.19
ORD-000074,CUST-0141,2024-11-29,Yoga Leggings,Clothing,1,20.18,20.18
ORD-000075,CUST-0456,2023-05-16,Business Handbook,Books,2,35.30,70.60
ORD-000076,CUST-0256,2023-11-08,Bluetooth Speaker,Electronics,1,62.49,
ORD-000077,CUST-0397,2024-11-11,Bed Sheet Set,Home & Kitchen,1,126.79,126.79
ORD-000078,CUST-0248,2024-06-10,Resistance Bands,Sports,3,25.87,77.61
ORD-000079,CUST-0007,2023-10-24,Cotton Hoodie,Clothing,1,30.85,30.85
ORD-000080,CUST-0043,2023-09-15,Makeup Brush Set,Beauty,4,7.52,30.08
ORD-000081,CUST-0228,2024-11-12,Yoga Mat,Sports,1,17.24,
ORD-000082,CUST-0021,2023-09-10,Resistance Bands,Sports,1,9.09,9.09
ORD-000083,CUST-0125,2023-09-14,Cotton Hoodie,Clothing,1,19.27,
ORD-000084,CUST-0205,2023-03-04,Wireless Headphones,Electronics,1,129.30,129.30
ORD-000085,CUST-0191,2023-12-03,Cotton Hoodie,Clothing,2,47.26,94.52
ORD-000086,CUST-0002,2023-01-14,Electric Kettle,Home & Kitchen,2,112.63,225.26
ORD-000087,CUST-0066,2023-10-31,Face Moisturizer,Beauty,2,13.71,27.42
ORD-000088,CUST-0138,2024-11-18,Face Moisturizer,Beauty,2,7.76,
ORD-000089,CUST-0479,2024-10-19,Running Shoes,Clothing,2,83.05,
ORD-000090,CUST-0413,2023-05-25,Denim Jacket,Clothing,1,77.51,
ORD-000091,CUST-0434,2024-04-06,Wireless Headphones,Electronics,2,356.96,713.92
ORD-000092,CUST-0175,2023-07-10,Robot Vacuum,Home & Kitchen,3,38.69,
ORD-000093,CUST-0007,2024-10-27,Kitchen Knife Set,Home & Kitchen,1,118.90,118.90
ORD-000094,CUST-0459,2023-11-01,Yoga Mat,Sports,1,41.56,41.56
ORD-000095,CUST-0077,2024-01-25,Air Fryer,Home & Kitchen,4,21.01,84.04
ORD-000096,CUST-0003,2024-04-06,Resistance Bands,Sports,1,10.25,10.25
ORD-000097,CUST-0084,2023-01-03,Makeup Brush Set,Beauty,1,13.77,13.77
ORD-000098,CUST-0247,2024-11-25,Bluetooth Speaker,Electronics,3,205.66,
ORD-000099,CUST-0025,2023-10-20,Cotton Hoodie,Clothing,2,28.15,
ORD-000100,CUST-0200,2023-06-15,Bed Sheet Set,Home & Kitchen,1,38.10,
ORD-000101,CUST-0399,2023-03-05,Denim Jacket,Clothing,1,18.52,18.52
ORD-000102,CUST-0109,2023-11-05,Running Shoes,Clothing,2,44.29,88.58
ORD-000103,CUST-0219,2023-04-23,Rain Jacket,Clothing,1,29.67,29.67
ORD-000104,CUST-0438,2023-07-01,Cotton Hoodie,Clothing,1,45.27,45.27
ORD-000105,CUST-0247,2024-09-29,Cotton Hoodie,Clothing,1,21.14,21.14
ORD-000106,CUST-0247,2023-06-23,Air Fryer,Home & Kitchen,3,20.48,61.44
ORD-000107,CUST-0002,2023-01-02,Face Moisturizer,Beauty,3,57.40,
ORD-000108,CUST-0128,2023-03-19,Yoga Leggings,Clothing,4,30.15,
ORD-000109,CUST-0391,2024-10-25,Kitchen Knife Set,Home & Kitchen,1,258.73,258.73
ORD-000110,CUST-0083,2023-09-07,Business Handbook,Books,3,10.48,31.44
ORD-000111,CUST-0471,2023-09-14,Graphic T-Shirt,Clothing,2,31.75,
ORD-000112,CUST-0214,2024-11-25,Vitamin C Serum,Beauty,3,62.62,187.86
ORD-000113,CUST-0004,2024-06-24,Adjustable Dumbbell,Sports,2,68.12,
ORD-000114,CUST-0391,2023-08-05,Cotton Hoodie,Clothing,1,63.07,63.07
ORD-000115,CUST-0094,2023-12-07,Healthy Meal Prep,Books,1,32.33,
ORD-000116,CUST-0268,2024-12-28,Running Shoes,Clothing,1,20.66,
ORD-000117,CUST-0076,2024-01-12,Cotton Hoodie,Clothing,1,30.38,30.38
ORD-000118,CUST-0101,2023-09-05,Portable Charger,Electronics,1,58.46,58.46
ORD-000119,CUST-0114,2023-11-01,Water Bottle,Sports,3,17.91,
ORD-000120,CUST-0256,2024-11-30,Python Crash Course,Books,1,32.69,32.69
ORD-000121,CUST-0315,2023-03-11,Denim Jacket,Clothing,1,47.20,47.20
ORD-000122,CUST-0128,2023-01-29,Denim Jacket,Clothing,2,80.17,160.34
ORD-000123,CUST-0125,2023-12-18,Wireless Headphones,Electronics,3,62.37,
ORD-000124,CUST-0067,2024-06-14,Cotton Hoodie,Clothing,1,20.06,
ORD-000125,CUST-0259,2024-12-17,Portable Charger,Electronics,3,340.46,1021.38
ORD-000126,CUST-0007,2024-07-08,Smart Watch,Electronics,2,92.14,
ORD-000127,CUST-0182,2023-07-22,Cotton Hoodie,Clothing,2,20.01,
ORD-000128,CUST-0348,2024-04-14,Cotton Hoodie,Clothing,1,31.83,31.83
ORD-000129,CUST-0135,2023-10-10,Smart Watch,Electronics,1,358.85,358.85
ORD-000130,CUST-0237,2023-02-24,Cotton Hoodie,Clothing,1,60.28,60.28
ORD-000131,CUST-0399,2023-11-15,Running Shoes,Clothing,1,81.19,
ORD-000132,CUST-0021,2023-03-24,USB-C Hub,Electronics,2,58.72,117.44
ORD-000133,CUST-0257,2023-02-23,Body Lotion,Beauty,1,8.04,8.04
ORD-000134,CUST-0311,2023-05-30,Wireless Headphones,Electronics,2,354.01,708.02
ORD-000135,CUST-0075,2024-10-19,Bluetooth Speaker,Electronics,1,41.32,41.32
ORD-000136,CUST-0162,2023-11-10,Business Handbook,Books,2,19.75,39.50
ORD-000137,CUST-0192,2023-12-15,Finance Basics,Books,1,9.53,
ORD-000138,CUST-0011,2023-10-19,Wireless Headphones,Electronics,2,343.67,
ORD-000139,CUST-0054,2023-01-11,Mechanical Keyboard,Electronics,1,90.95,90.95
ORD-000140,CUST-0397,2024-11-15,Business Handbook,Books,2,9.88,
ORD-000141,CUST-0403,2024-04-29,Bluetooth Speaker,Electronics,1,123.23,
ORD-000142,CUST-0351,2024-05-09,Air Fryer,Home & Kitchen,1,126.92,126.92
ORD-000143,CUST-0154,2024-12-16,Business Handbook,Books,2,15.61,31.22
ORD-000144,CUST-0011,2024-07-09,Electric Kettle,Home & Kitchen,1,259.95,
ORD-000145,CUST-0067,2023-11-05,Vitamin C Serum,Beauty,1,13.51,13.51
ORD-000146,CUST-0154,2024-09-23,Business Handbook,Books,1,25.46,
ORD-000147,CUST-0049,2024-04-30,Smart Watch,Electronics,1,126.44,126.44
ORD-000148,CUST-0294,2024-05-27,Wireless Headphones,Electronics,2,63.40,126.80
ORD-000149,CUST-0003,2023-06-03,Air Fryer,Home & Kitchen,1,19.64,19.64
ORD-000150,CUST-0029,2023-12-12,Bed Sheet Set,Home & Kitchen,2,120.49,
ORD-000151,CUST-0048,2024-10-10,Robot Vacuum,Home & Kitchen,1,252.93,
ORD-000152,CUST-0196,2024-12-05,Portable Charger,Electronics,1,370.94,370.94
ORD-000153,CUST-0383,2023-03-01,Bed Sheet Set,Home & Kitchen,3,19.84,
ORD-000154,CUST-0144,2024-04-16,Yoga Leggings,Clothing,1,29.24,
ORD-000155,CUST-0114,2023-12-30,Face Moisturizer,Beauty,1,13.19,13.19
ORD-000156,CUST-0043,2024-05-14,Resistance Bands,Sports,2,10.28,
ORD-000157,CUST-0125,2024-07-07,Yoga Leggings,Clothing,2,19.73,
ORD-000158,CUST-0410,2023-12-11,Graphic T-Shirt,Clothing,1,43.04,43.04
ORD-000159,CUST-0006,2023-08-16,Resistance Bands,Sports,4,65.34,261.36
ORD-000160,CUST-0011,2024-12-16,Denim Jacket,Clothing,3,46.75,140.25
ORD-000161,CUST-0118,2023-08-13,Hair Dryer,Beauty,1,58.23,
ORD-000162,CUST-0014,2023-10-20,Graphic T-Shirt,Clothing,2,18.97,
ORD-000163,CUST-0292,2024-07-17,Denim Jacket,Clothing,1,62.48,
ORD-000164,CUST-0027,2023-03-01,Robot Vacuum,Home & Kitchen,1,20.88,20.88
ORD-000165,CUST-0017,2023-04-06,Rain Jacket,Clothing,1,81.55,81.55
ORD-000166,CUST-0031,2024-07-15,Robot Vacuum,Home & Kitchen,3,125.64,376.92
ORD-000167,CUST-0063,2024-01-14,Yoga Leggings,Clothing,1,83.52,83.52
ORD-000168,CUST-0002,2024-05-20,Wireless Headphones,Electronics,3,42.07,126.21
ORD-000169,CUST-0194,2024-01-08,Wireless Headphones,Electronics,1,209.24,
ORD-000170,CUST-0001,2023-07-20,Cotton Hoodie,Clothing,2,20.29,
ORD-000171,CUST-0150,2023-07-01,Air Fryer,Home & Kitchen,2,123.59,247.18
ORD-000172,CUST-0299,2024-09-13,Finance Basics,Books,1,37.02,
ORD-000173,CUST-0007,2023-02-12,Resistance Bands,Sports,3,40.37,121.11
ORD-000174,CUST-0043,2023-01-12,Vitamin C Serum,Beauty,2,12.90,25.80
ORD-000175,CUST-0199,2024-06-18,Running Shoes,Clothing,3,44.64,
ORD-000176,CUST-0491,2023-09-17,Air Fryer,Home & Kitchen,1,237.24,237.24
ORD-000177,CUST-0048,2023-11-06,Bed Sheet Set,Home & Kitchen,1,37.38,37.38
ORD-000178,CUST-0008,2024-08-14,Bed Sheet Set,Home & Kitchen,1,74.93,
ORD-000179,CUST-0083,2023-11-13,Kitchen Knife Set,Home & Kitchen,1,74.11,
ORD-000180,CUST-0124,2024-08-28,Hair Dryer,Beauty,2,60.82,121.64
ORD-000181,CUST-0033,2023-12-22,Kitchen Knife Set,Home & Kitchen,1,73.96,
ORD-000182,CUST-0069,2023-09-21,Cotton Hoodie,Clothing,2,46.06,92.12
ORD-000183,CUST-0214,2023-11-06,Cotton Hoodie,Clothing,1,20.02,
ORD-000184,CUST-0274,2024-11-02,Yoga Mat,Sports,4,26.00,
ORD-000185,CUST-0358,2023-12-20,USB-C Hub,Electronics,3,124.22,
ORD-000186,CUST-0145,2023-03-11,Cotton Hoodie,Clothing,2,45.84,
ORD-000187,CUST-0134,2024-02-06,Face Moisturizer,Beauty,2,63.39,126.78
ORD-000188,CUST-0021,2023-03-10,Vitamin C Serum,Beauty,3,13.19,39.57
ORD-000189,CUST-0341,2023-08-06,Sunscreen SPF 50,Beauty,4,25.53,102.12
ORD-000190,CUST-0301,2023-12-20,Business Handbook,Books,2,19.73,39.46
ORD-000191,CUST-0150,2024-06-09,Running Shoes,Clothing,1,20.40,
ORD-000192,CUST-0184,2023-10-14,USB-C Hub,Electronics,1,38.90,
ORD-000193,CUST-0173,2023-05-31,Cotton Hoodie,Clothing,2,31.29,62.58
ORD-000194,CUST-0317,2024-04-18,Face Moisturizer,Beauty,2,25.84,51.68
ORD-000195,CUST-0393,2024-06-13,USB-C Hub,Electronics,1,62.14,62.14
ORD-000196,CUST-0126,2024-09-23,Yoga Leggings,Clothing,1,57.22,57.22
ORD-000197,CUST-0016,2023-12-10,Business Handbook,Books,1,25.37,25.37
ORD-000198,CUST-0009,2024-12-12,Denim Jacket,Clothing,1,57.99,
ORD-000199,CUST-0016,2023-03-27,Wireless Headphones,Electronics,2,60.60,121.20
ORD-000200,CUST-0147,2023-05-17,Kitchen Knife Set,Home & Kitchen,1,258.60,258.60
ORD-000201,CUST-0468,2023-12-31,Vitamin C Serum,Beauty,1,19.45,19.45
ORD-000202,CUST-0155,2024-12-23,Smart Watch,Electronics,2,133.91,267.82
ORD-000203,CUST-0099,2024-02-08,Running Shoes,Clothing,1,45.32,
ORD-000204,CUST-0364,2023-07-22,Robot Vacuum,Home & Kitchen,2,251.07,502.14
ORD-000205,CUST-0448,2023-05-21,Wireless Headphones,Electronics,3,91.66,274.98
ORD-000206,CUST-0298,2023-08-12,Denim Jacket,Clothing,1,61.68,61.68
ORD-000207,CUST-0051,2024-05-06,Rain Jacket,Clothing,2,82.68,165.36
ORD-000208,CUST-0313,2023-07-01,Cotton Hoodie,Clothing,2,20.32,40.64
ORD-000209,CUST-0361,2024-04-12,Adjustable Dumbbell,Sports,1,17.93,
ORD-000210,CUST-0116,2024-01-10,Wireless Headphones,Electronics,4,91.41,365.64
ORD-000211,CUST-0436,2023-01-21,Cotton Hoodie,Clothing,2,30.44,60.88
ORD-000212,CUST-0170,2024-12-22,Wireless Headphones,Electronics,1,60.33,
ORD-000213,CUST-0225,2024-12-16,Cotton Hoodie,Clothing,1,58.02,
ORD-000214,CUST-0268,2024-02-24,Bluetooth Speaker,Electronics,2,136.63,273.26
ORD-000215,CUST-0250,2024-08-31,Face Moisturizer,Beauty,1,25.22,25.22
ORD-000216,CUST-0264,2024-07-27,Yoga Mat,Sports,4,59.70,238.80
ORD-000217,CUST-0043,2023-01-14,Bluetooth Speaker,Electronics,3,203.74,611.22
ORD-000218,CUST-0065,2023-04-09,Mechanical Keyboard,Electronics,2,40.06,80.12
ORD-000219,CUST-0106,2024-03-27,Cotton Hoodie,Clothing,2,80.39,
ORD-000220,CUST-0314,2023-12-25,Face Moisturizer,Beauty,1,24.47,24.47
ORD-000221,CUST-0202,2023-08-14,Python Crash Course,Books,1,33.12,
ORD-000222,CUST-0085,2024-03-14,Wireless Headphones,Electronics,2,365.12,
ORD-000223,CUST-0181,2023-01-01,Cotton Hoodie,Clothing,1,42.17,
ORD-000224,CUST-0404,2023-02-12,Kitchen Knife Set,Home & Kitchen,2,119.93,239.86
ORD-000225,CUST-0297,2023-03-11,Portable Charger,Electronics,3,61.07,183.21
ORD-000226,CUST-0393,2024-12-25,Cotton Hoodie,Clothing,2,43.41,86.82
ORD-000227,CUST-0322,2024-03-21,Vitamin C Serum,Beauty,1,13.55,13.55
ORD-000228,CUST-0312,2024-01-12,Wireless Headphones,Electronics,1,86.65,86.65
ORD-000229,CUST-0167,2024-01-03,Makeup Brush Set,Beauty,2,7.48,
ORD-000230,CUST-0312,2024-09-04,Business Handbook,Books,1,34.60,34.60
ORD-000231,CUST-0047,2023-03-27,Cotton Hoodie,Clothing,1,20.52,20.52
ORD-000232,CUST-0027,2024-10-24,Graphic T-Shirt,Clothing,1,62.34,62.34
ORD-000233,CUST-0332,2024-01-07,Healthy Meal Prep,Books,2,19.16,38.32
ORD-000234,CUST-0004,2024-09-16,Foam Roller,Sports,1,16.97,16.97
ORD-000235,CUST-0461,2024-11-13,Business Handbook,Books,2,23.56,47.12
ORD-000236,CUST-0191,2024-03-04,USB-C Hub,Electronics,3,88.82,
ORD-000237,CUST-0267,2024-01-13,Smart Watch,Electronics,2,63.51,
ORD-000238,CUST-0273,2024-06-03,Healthy Meal Prep,Books,2,10.50,21.00
ORD-000239,CUST-0208,2024-03-06,Smart Watch,Electronics,4,318.30,1273.20
ORD-000240,CUST-0126,2024-07-30,Data Analytics Primer,Books,2,26.26,52.52
ORD-000241,CUST-0262,2024-04-12,Face Moisturizer,Beauty,2,7.88,15.76
ORD-000242,CUST-0044,2024-03-02,Running Shoes,Clothing,1,42.31,42.31
ORD-000243,CUST-0079,2023-07-18,Kitchen Knife Set,Home & Kitchen,1,19.72,19.72
ORD-000244,CUST-0192,2023-04-09,Cotton Hoodie,Clothing,3,28.63,85.89
ORD-000245,CUST-0003,2024-11-03,Running Shoes,Clothing,2,79.16,
ORD-000246,CUST-0033,2023-07-21,Resistance Bands,Sports,1,42.03,42.03
ORD-000247,CUST-0172,2023-07-09,Smart Watch,Electronics,2,61.63,123.26
ORD-000248,CUST-0010,2024-11-29,Graphic T-Shirt,Clothing,1,81.76,
ORD-000249,CUST-0248,2023-10-25,Hair Dryer,Beauty,1,7.85,
ORD-000250,CUST-0234,2023-11-25,Python Crash Course,Books,1,36.09,
ORD-000251,CUST-0024,2024-02-07,Business Handbook,Books,1,10.11,10.11
ORD-000252,CUST-0135,2023-05-24,Electric Kettle,Home & Kitchen,1,257.10,257.10
ORD-000253,CUST-0001,2023-09-22,Coffee Grinder,Home & Kitchen,1,76.23,76.23
ORD-000254,CUST-0306,2024-11-24,Wireless Headphones,Electronics,2,40.53,81.06
ORD-000255,CUST-0200,2024-12-23,Vitamin C Serum,Beauty,2,33.46,
ORD-000256,CUST-0203,2024-08-14,Air Fryer,Home & Kitchen,1,126.69,126.69
ORD-000257,CUST-0198,2024-10-29,Sunscreen SPF 50,Beauty,1,7.55,
ORD-000258,CUST-0015,2024-03-14,Adjustable Dumbbell,Sports,1,66.98,66.98
ORD-000259,CUST-0133,2024-12-23,Wireless Headphones,Electronics,2,211.47,
ORD-000260,CUST-0204,2023-01-09,Kitchen Knife Set,Home & Kitchen,2,20.12,40.24
ORD-000261,CUST-0340,2024-05-05,Cotton Hoodie,Clothing,3,78.12,234.36
ORD-000262,CUST-0431,2024-01-18,Denim Jacket,Clothing,1,47.19,47.19
ORD-000263,CUST-0368,2024-01-26,Coffee Grinder,Home & Kitchen,1,19.82,
ORD-000264,CUST-0115,2023-10-04,Kitchen Knife Set,Home & Kitchen,1,40.89,40.89
ORD-000265,CUST-0315,2023-06-07,Coffee Grinder,Home & Kitchen,1,20.50,
ORD-000266,CUST-0068,2023-10-19,Wireless Headphones,Electronics,1,60.07,60.07
ORD-000267,CUST-0443,2024-05-01,Cotton Hoodie,Clothing,1,19.61,
ORD-000268,CUST-0261,2024-05-25,Graphic T-Shirt,Clothing,1,31.77,
ORD-000269,CUST-0167,2023-07-18,Cotton Hoodie,Clothing,1,78.21,78.21
ORD-000270,CUST-0076,2024-11-19,Running Shoes,Clothing,1,62.87,62.87
ORD-000271,CUST-0349,2024-11-25,Sunscreen SPF 50,Beauty,1,58.35,
ORD-000272,CUST-0010,2024-05-26,Coffee Grinder,Home & Kitchen,1,111.55,111.55
ORD-000273,CUST-0448,2023-12-08,Vitamin C Serum,Beauty,1,32.83,32.83
ORD-000274,CUST-0130,2023-07-12,Healthy Meal Prep,Books,1,36.48,36.48
ORD-000275,CUST-0070,2023-04-27,Face Moisturizer,Beauty,1,13.47,13.47
ORD-000276,CUST-0148,2023-01-01,Air Fryer,Home & Kitchen,2,70.24,140.48
ORD-000277,CUST-0328,2023-01-25,Adjustable Dumbbell,Sports,3,63.91,191.73
ORD-000278,CUST-0091,2024-06-21,Smart Watch,Electronics,1,122.80,
ORD-000279,CUST-0381,2024-01-08,Cotton Hoodie,Clothing,1,58.05,58.05
ORD-000280,CUST-0053,2023-07-16,Kitchen Knife Set,Home & Kitchen,2,20.77,
ORD-000281,CUST-0373,2024-12-23,Face Moisturizer,Beauty,1,18.94,18.94
ORD-000282,CUST-0004,2024-02-03,Running Shoes,Clothing,1,62.66,
ORD-000283,CUST-0245,2024-02-28,Vitamin C Serum,Beauty,1,34.65,34.65
ORD-000284,CUST-0197,2024-11-27,Robot Vacuum,Home & Kitchen,1,20.77,20.77
ORD-000285,CUST-0195,2023-12-02,Resistance Bands,Sports,1,26.27,26.27
ORD-000286,CUST-0455,2024-03-15,Makeup Brush Set,Beauty,2,18.07,36.14
ORD-000287,CUST-0378,2023-03-04,Cotton Hoodie,Clothing,1,20.02,20.02
ORD-000288,CUST-0439,2024-04-15,Graphic T-Shirt,Clothing,1,61.90,
ORD-000289,CUST-0478,2023-06-09,USB-C Hub,Electronics,1,135.26,135.26
ORD-000290,CUST-0322,2024-01-23,Hair Dryer,Beauty,3,18.54,
ORD-000291,CUST-0017,2023-12-11,Leadership Playbook,Books,2,26.37,52.74
ORD-000292,CUST-0221,2023-12-24,USB-C Hub,Electronics,2,60.92,121.84
ORD-000293,CUST-0232,2023-03-26,Mechanical Keyboard,Electronics,1,371.41,371.41
ORD-000294,CUST-0054,2024-08-08,Wireless Headphones,Electronics,1,59.28,59.28
ORD-000295,CUST-0444,2023-12-19,Yoga Mat,Sports,4,67.38,
ORD-000296,CUST-0227,2023-08-28,Denim Jacket,Clothing,1,62.52,62.52
ORD-000297,CUST-0005,2024-11-13,Leadership Playbook,Books,1,19.07,
ORD-000298,CUST-0295,2023-02-07,Data Analytics Primer,Books,1,25.21,25.21
ORD-000299,CUST-0126,2024-01-19,Mechanical Keyboard,Electronics,2,206.86,413.72
ORD-000300,CUST-0265,2023-03-22,USB-C Hub,Electronics,2,41.94,83.88
ORD-000301,CUST-0007,2024-04-30,Hair Dryer,Beauty,2,13.14,26.28
ORD-000302,CUST-0420,2024-02-09,Hair Dryer,Beauty,1,36.64,36.64
ORD-000303,CUST-0047,2024-05-24,Rain Jacket,Clothing,1,80.03,80.03
ORD-000304,CUST-0104,2024-08-12,Bed Sheet Set,Home & Kitchen,2,110.26,
ORD-000305,CUST-0022,2023-08-13,Business Handbook,Books,1,15.74,15.74
ORD-000306,CUST-0324,2023-06-01,Coffee Grinder,Home & Kitchen,1,121.00,
ORD-000307,CUST-0023,2023-06-07,Wireless Headphones,Electronics,1,38.43,
ORD-000308,CUST-0006,2023-12-30,Cotton Hoodie,Clothing,1,20.86,20.86
ORD-000309,CUST-0377,2023-03-29,Coffee Grinder,Home & Kitchen,2,19.26,38.52
ORD-000310,CUST-0173,2024-11-28,Yoga Mat,Sports,1,9.90,9.90
ORD-000311,CUST-0018,2024-11-14,Coffee Grinder,Home & Kitchen,1,247.27,
ORD-000312,CUST-0264,2023-11-23,Kitchen Knife Set,Home & Kitchen,2,262.37,524.74
ORD-000313,CUST-0066,2024-08-16,Rain Jacket,Clothing,2,84.01,168.02
